is_canceled,deposit_type,lead_time,country
0,No Deposit,50,USA
0,No Deposit,0,USA
0,No Deposit,232,GBR
0,No Deposit,240,rare
0,No Deposit,240,rare
0,No Deposit,240,rare
0,No Deposit,47,rare
0,No Deposit,47,rare
0,No Deposit,240,rare
0,No Deposit,47,rare
0,No Deposit,240,PRT
0,No Deposit,240,rare
0,No Deposit,240,rare
0,No Deposit,33,GBR
0,No Deposit,33,ESP
0,No Deposit,9,PRT
0,No Deposit,18,rare
0,No Deposit,2,USA
0,No Deposit,71,FRA
0,No Deposit,55,GBR
0,No Deposit,91,rare
0,No Deposit,54,ESP
0,No Deposit,54,ESP
0,No Deposit,12,rare
0,No Deposit,194,rare
0,No Deposit,82,PRT
0,No Deposit,6,BEL
0,No Deposit,14,USA
0,No Deposit,3,ESP
0,No Deposit,243,rare
0,No Deposit,104,GBR
0,No Deposit,55,BEL
0,No Deposit,68,GBR
0,No Deposit,58,DEU
0,No Deposit,58,DEU
0,No Deposit,68,CHE
0,No Deposit,6,PRT
0,No Deposit,2,PRT
0,No Deposit,33,rare
0,No Deposit,18,GBR
0,No Deposit,58,POL
0,No Deposit,72,FRA
0,No Deposit,48,rare
0,No Deposit,38,USA
0,No Deposit,153,rare
0,No Deposit,40,FRA
0,No Deposit,54,ESP
0,No Deposit,54,ESP
0,No Deposit,22,IRL
0,No Deposit,147,rare
0,No Deposit,33,GBR
0,No Deposit,69,FRA
0,No Deposit,69,FRA
0,No Deposit,201,POL
0,No Deposit,28,FRA
0,No Deposit,38,GBR
0,No Deposit,57,ESP
0,No Deposit,24,FRA
0,No Deposit,4,FRA
0,No Deposit,53,rare
0,No Deposit,28,rare
0,No Deposit,87,FRA
0,No Deposit,24,GBR
0,No Deposit,120,IRL
0,No Deposit,17,USA
0,No Deposit,17,FRA
0,No Deposit,27,DEU
0,No Deposit,15,IRL
0,No Deposit,20,DEU
0,No Deposit,34,USA
0,No Deposit,2,FRA
0,No Deposit,22,GBR
0,No Deposit,23,GBR
0,No Deposit,6,ESP
0,No Deposit,20,rare
0,No Deposit,16,PRT
0,No Deposit,25,rare
0,No Deposit,25,rare
0,No Deposit,27,PRT
0,No Deposit,27,rare
0,No Deposit,19,ESP
0,No Deposit,15,PRT
0,No Deposit,10,GBR
0,No Deposit,23,rare
0,No Deposit,19,PRT
0,No Deposit,193,rare
0,No Deposit,193,rare
0,No Deposit,69,rare
0,No Deposit,7,DEU
0,No Deposit,3,rare
0,No Deposit,16,PRT
0,No Deposit,19,rare
0,No Deposit,26,rare
0,No Deposit,24,FRA
0,No Deposit,48,GBR
0,No Deposit,31,rare
0,No Deposit,4,FRA
0,No Deposit,13,DEU
0,No Deposit,39,DEU
0,No Deposit,4,rare
0,No Deposit,62,DEU
0,No Deposit,22,DEU
0,No Deposit,40,USA
0,No Deposit,41,GBR
0,No Deposit,21,DEU
0,No Deposit,47,FRA
0,No Deposit,19,CHE
0,No Deposit,25,rare
0,No Deposit,37,GBR
0,No Deposit,18,rare
0,No Deposit,19,rare
0,No Deposit,0,ESP
0,No Deposit,40,rare
0,No Deposit,0,rare
0,No Deposit,13,FRA
0,No Deposit,55,DEU
0,No Deposit,24,BEL
0,No Deposit,14,PRT
0,No Deposit,6,rare
0,No Deposit,7,DEU
0,No Deposit,6,rare
0,No Deposit,5,GBR
0,No Deposit,16,ESP
0,No Deposit,23,rare
0,No Deposit,23,rare
0,No Deposit,14,GBR
0,No Deposit,13,PRT
0,No Deposit,8,PRT
0,No Deposit,78,USA
0,No Deposit,13,rare
0,No Deposit,44,FRA
0,No Deposit,24,rare
0,No Deposit,97,FRA
0,No Deposit,17,rare
0,No Deposit,60,ESP
0,No Deposit,45,PRT
0,No Deposit,0,PRT
0,No Deposit,21,rare
0,No Deposit,0,BEL
0,No Deposit,39,BEL
0,No Deposit,5,USA
0,No Deposit,13,GBR
0,No Deposit,29,rare
0,No Deposit,25,GBR
0,No Deposit,122,rare
0,No Deposit,118,PRT
0,No Deposit,17,rare
0,No Deposit,246,DEU
0,No Deposit,94,USA
0,No Deposit,46,DEU
0,No Deposit,51,rare
0,No Deposit,61,PRT
0,No Deposit,41,PRT
0,No Deposit,14,GBR
0,No Deposit,24,rare
0,No Deposit,24,rare
0,No Deposit,8,PRT
0,No Deposit,63,FRA
0,No Deposit,19,GBR
0,No Deposit,1,PRT
0,No Deposit,4,FRA
0,No Deposit,51,FRA
0,No Deposit,191,DEU
0,No Deposit,14,rare
0,No Deposit,11,ROU
0,No Deposit,0,PRT
0,No Deposit,16,FRA
0,No Deposit,18,rare
0,No Deposit,137,DEU
0,No Deposit,7,CHE
0,No Deposit,7,GBR
0,No Deposit,204,rare
0,No Deposit,18,GBR
0,No Deposit,21,GBR
0,No Deposit,11,FRA
0,No Deposit,38,FRA
0,No Deposit,228,rare
0,No Deposit,20,rare
0,No Deposit,10,FRA
0,No Deposit,67,FRA
0,No Deposit,45,DEU
0,No Deposit,0,rare
0,No Deposit,135,DEU
0,No Deposit,19,DEU
0,No Deposit,129,PRT
0,No Deposit,144,NOR
0,No Deposit,47,PRT
0,No Deposit,138,IRL
0,No Deposit,3,ESP
0,No Deposit,40,rare
0,No Deposit,69,PRT
0,No Deposit,33,rare
0,No Deposit,57,DEU
0,No Deposit,174,FRA
0,No Deposit,6,rare
0,No Deposit,10,GBR
0,No Deposit,125,rare
0,No Deposit,4,rare
0,No Deposit,1,rare
0,No Deposit,82,DEU
0,No Deposit,130,GBR
0,No Deposit,164,GBR
0,No Deposit,346,PRT
0,No Deposit,45,GBR
0,No Deposit,346,DEU
0,No Deposit,3,FRA
0,No Deposit,7,ESP
0,No Deposit,219,GBR
0,No Deposit,346,DEU
0,No Deposit,172,DEU
0,No Deposit,140,GBR
0,No Deposit,346,PRT
0,No Deposit,346,DEU
0,No Deposit,97,DEU
0,No Deposit,219,GBR
0,No Deposit,3,USA
0,No Deposit,51,BEL
0,No Deposit,346,DEU
0,No Deposit,346,DEU
0,No Deposit,121,USA
0,No Deposit,1,BEL
0,No Deposit,346,PRT
0,No Deposit,346,DEU
0,No Deposit,346,PRT
0,No Deposit,175,POL
0,No Deposit,63,GBR
0,No Deposit,34,CHE
0,No Deposit,231,BEL
0,No Deposit,41,FRA
0,No Deposit,346,PRT
0,No Deposit,5,PRT
0,No Deposit,28,rare
0,No Deposit,28,rare
0,No Deposit,0,rare
0,No Deposit,231,PRT
0,No Deposit,1,rare
0,No Deposit,1,rare
0,No Deposit,58,USA
0,No Deposit,2,FRA
0,No Deposit,2,FRA
0,No Deposit,221,IRL
0,No Deposit,245,GBR
0,No Deposit,19,PRT
0,No Deposit,14,FRA
0,No Deposit,194,GBR
0,No Deposit,4,PRT
0,No Deposit,8,PRT
0,No Deposit,8,PRT
0,No Deposit,4,ESP
0,No Deposit,194,GBR
0,No Deposit,4,FRA
0,No Deposit,61,GBR
0,No Deposit,30,GBR
0,No Deposit,1,ESP
0,No Deposit,41,GBR
0,No Deposit,22,DEU
0,No Deposit,8,USA
0,No Deposit,36,PRT
0,No Deposit,36,rare
0,No Deposit,40,GBR
0,No Deposit,5,PRT
0,No Deposit,115,BEL
0,No Deposit,1,CHE
0,No Deposit,1,PRT
0,No Deposit,2,PRT
0,No Deposit,55,PRT
0,No Deposit,0,FRA
0,No Deposit,47,ESP
0,No Deposit,70,CHE
0,No Deposit,48,ESP
0,No Deposit,5,FRA
0,No Deposit,0,PRT
0,No Deposit,1,rare
0,No Deposit,3,PRT
0,No Deposit,46,ESP
0,No Deposit,48,PRT
0,No Deposit,48,ESP
0,No Deposit,47,FRA
0,No Deposit,48,ESP
0,No Deposit,1,PRT
0,No Deposit,55,rare
0,No Deposit,2,DEU
0,No Deposit,22,ESP
0,No Deposit,113,IRL
0,No Deposit,30,rare
0,No Deposit,217,FRA
0,No Deposit,1,PRT
0,No Deposit,4,rare
0,No Deposit,42,rare
0,No Deposit,53,FRA
0,No Deposit,68,ESP
0,No Deposit,30,USA
0,No Deposit,1,PRT
0,No Deposit,4,FRA
0,No Deposit,45,rare
0,No Deposit,2,PRT
0,No Deposit,14,rare
0,No Deposit,22,GBR
0,No Deposit,45,rare
0,No Deposit,41,GBR
0,No Deposit,147,rare
0,No Deposit,13,DEU
0,No Deposit,30,PRT
0,No Deposit,13,FRA
0,No Deposit,0,USA
0,No Deposit,238,FRA
0,No Deposit,0,FRA
0,No Deposit,1,rare
0,No Deposit,96,PRT
0,No Deposit,13,ESP
0,No Deposit,13,ESP
0,No Deposit,22,GBR
0,No Deposit,128,DEU
0,No Deposit,31,DEU
0,No Deposit,12,PRT
0,No Deposit,12,BEL
0,No Deposit,2,rare
0,No Deposit,0,rare
0,No Deposit,15,PRT
0,No Deposit,9,USA
0,No Deposit,19,PRT
0,No Deposit,31,USA
0,No Deposit,6,FRA
0,No Deposit,1,GBR
0,No Deposit,217,PRT
0,No Deposit,40,rare
0,No Deposit,6,ESP
0,No Deposit,252,rare
0,No Deposit,15,USA
0,No Deposit,40,USA
0,No Deposit,60,rare
0,No Deposit,41,DEU
0,No Deposit,122,ESP
0,No Deposit,40,ESP
0,No Deposit,115,USA
0,No Deposit,40,FRA
0,No Deposit,3,rare
0,No Deposit,41,CHE
0,No Deposit,41,CHE
0,No Deposit,163,POL
0,No Deposit,22,ESP
0,No Deposit,30,GBR
0,No Deposit,1,PRT
0,No Deposit,17,DEU
0,No Deposit,41,rare
0,No Deposit,40,FRA
0,No Deposit,115,BEL
0,No Deposit,187,GBR
0,No Deposit,24,DEU
0,No Deposit,41,PRT
0,No Deposit,247,GBR
0,No Deposit,21,ESP
0,No Deposit,0,rare
0,No Deposit,22,ESP
0,No Deposit,23,ESP
0,No Deposit,286,rare
0,No Deposit,291,rare
0,No Deposit,32,FRA
0,No Deposit,307,PRT
0,No Deposit,5,rare
0,No Deposit,187,DEU
0,No Deposit,187,DEU
0,No Deposit,154,DEU
0,No Deposit,154,DEU
0,No Deposit,33,DEU
0,No Deposit,222,CHE
0,No Deposit,1,rare
0,No Deposit,114,rare
0,No Deposit,51,PRT
0,No Deposit,7,rare
0,No Deposit,2,CHE
0,No Deposit,31,FRA
0,No Deposit,22,rare
0,No Deposit,14,GBR
0,No Deposit,9,FRA
0,No Deposit,0,rare
0,No Deposit,40,PRT
0,No Deposit,3,PRT
0,No Deposit,158,FRA
0,No Deposit,17,FRA
0,No Deposit,40,PRT
0,No Deposit,0,rare
0,No Deposit,62,rare
0,No Deposit,62,FRA
0,No Deposit,120,FRA
0,No Deposit,40,USA
0,No Deposit,74,rare
0,No Deposit,286,rare
0,No Deposit,291,rare
0,No Deposit,286,rare
0,No Deposit,291,rare
0,No Deposit,41,IRL
0,No Deposit,41,rare
0,No Deposit,75,FRA
0,No Deposit,24,rare
0,No Deposit,65,GBR
0,No Deposit,286,rare
0,No Deposit,286,rare
0,No Deposit,291,rare
0,No Deposit,254,rare
0,No Deposit,259,rare
0,No Deposit,286,rare
0,No Deposit,57,rare
0,No Deposit,62,rare
0,No Deposit,291,rare
0,No Deposit,291,rare
0,No Deposit,291,rare
0,No Deposit,40,GBR
0,No Deposit,291,rare
0,No Deposit,197,USA
0,No Deposit,232,rare
0,No Deposit,30,FRA
0,No Deposit,64,ESP
0,No Deposit,78,GBR
0,No Deposit,116,DEU
0,No Deposit,88,rare
0,No Deposit,105,BEL
0,No Deposit,24,PRT
0,No Deposit,34,ESP
0,No Deposit,0,ESP
0,No Deposit,110,GBR
0,No Deposit,27,DEU
0,No Deposit,24,PRT
0,No Deposit,40,rare
0,No Deposit,64,GBR
0,No Deposit,20,FRA
0,No Deposit,226,DEU
0,No Deposit,22,rare
0,No Deposit,64,ESP
0,No Deposit,84,rare
0,No Deposit,111,USA
0,No Deposit,22,GBR
0,No Deposit,32,GBR
0,No Deposit,4,ESP
0,No Deposit,38,DEU
0,No Deposit,141,GBR
0,No Deposit,36,rare
0,No Deposit,225,rare
0,No Deposit,8,PRT
0,No Deposit,10,CHE
0,No Deposit,28,GBR
0,No Deposit,11,GBR
0,No Deposit,44,GBR
0,No Deposit,66,GBR
0,No Deposit,112,rare
0,No Deposit,128,GBR
0,No Deposit,40,rare
0,No Deposit,64,ESP
0,No Deposit,64,ESP
0,No Deposit,120,PRT
0,No Deposit,19,DEU
0,No Deposit,37,GBR
0,No Deposit,3,rare
0,No Deposit,128,GBR
0,No Deposit,26,ESP
0,No Deposit,77,FRA
0,No Deposit,54,FRA
0,No Deposit,131,FRA
0,No Deposit,18,rare
0,No Deposit,60,IRL
0,No Deposit,64,rare
0,No Deposit,72,GBR
0,No Deposit,55,rare
0,No Deposit,196,DEU
0,No Deposit,25,GBR
0,No Deposit,179,DEU
0,No Deposit,57,rare
0,No Deposit,318,DEU
0,No Deposit,0,rare
0,No Deposit,220,rare
0,No Deposit,315,rare
0,No Deposit,29,rare
0,No Deposit,315,FRA
0,No Deposit,25,CHE
0,No Deposit,18,rare
0,No Deposit,5,GBR
0,No Deposit,5,GBR
0,No Deposit,8,rare
0,No Deposit,85,BEL
0,No Deposit,315,PRT
0,No Deposit,31,DEU
0,No Deposit,75,DEU
0,No Deposit,0,rare
0,No Deposit,147,DEU
0,No Deposit,1,ESP
0,No Deposit,18,FRA
0,No Deposit,31,DEU
0,No Deposit,14,DEU
0,No Deposit,6,CHE
0,No Deposit,12,rare
0,No Deposit,25,rare
0,No Deposit,150,rare
0,No Deposit,39,rare
0,No Deposit,31,DEU
0,No Deposit,315,FRA
0,No Deposit,2,PRT
0,No Deposit,4,CHE
0,No Deposit,22,rare
0,No Deposit,66,rare
0,No Deposit,98,GBR
0,No Deposit,70,rare
0,No Deposit,34,GBR
0,No Deposit,315,FRA
0,No Deposit,35,rare
0,No Deposit,11,rare
0,No Deposit,1,USA
0,No Deposit,315,FRA
0,No Deposit,7,DEU
0,No Deposit,0,PRT
0,No Deposit,80,FRA
0,No Deposit,67,USA
0,No Deposit,220,rare
0,No Deposit,21,GBR
0,No Deposit,51,rare
0,No Deposit,172,PRT
0,No Deposit,173,FRA
0,No Deposit,8,DEU
0,No Deposit,220,rare
0,No Deposit,6,PRT
0,No Deposit,220,rare
0,No Deposit,25,rare
0,No Deposit,32,ROU
0,No Deposit,6,PRT
0,No Deposit,220,rare
0,No Deposit,4,ESP
0,No Deposit,95,IRL
0,No Deposit,25,rare
0,No Deposit,3,PRT
0,No Deposit,159,rare
0,No Deposit,20,rare
0,No Deposit,34,GBR
0,No Deposit,19,rare
0,No Deposit,74,rare
0,No Deposit,245,rare
0,No Deposit,19,rare
0,No Deposit,28,FRA
0,No Deposit,74,DEU
0,No Deposit,5,GBR
0,No Deposit,53,GBR
0,No Deposit,25,ESP
0,No Deposit,11,PRT
0,No Deposit,10,PRT
0,No Deposit,119,ESP
0,No Deposit,46,BEL
0,No Deposit,53,DEU
0,No Deposit,89,USA
0,No Deposit,88,USA
0,No Deposit,92,DEU
0,No Deposit,4,GBR
0,No Deposit,6,DEU
0,No Deposit,3,PRT
0,No Deposit,158,rare
0,No Deposit,74,FRA
0,No Deposit,253,DEU
0,No Deposit,5,CHE
0,No Deposit,35,rare
0,No Deposit,34,rare
0,No Deposit,0,GBR
0,No Deposit,0,PRT
0,No Deposit,1,PRT
0,No Deposit,0,PRT
0,No Deposit,23,PRT
0,No Deposit,3,PRT
0,No Deposit,30,DEU
0,No Deposit,359,IRL
0,No Deposit,126,PRT
0,No Deposit,43,GBR
0,No Deposit,5,PRT
0,No Deposit,0,PRT
0,No Deposit,143,IRL
0,No Deposit,359,IRL
0,No Deposit,4,PRT
0,No Deposit,4,PRT
0,No Deposit,20,FRA
0,No Deposit,168,rare
0,No Deposit,3,FRA
0,No Deposit,27,FRA
0,No Deposit,27,PRT
0,No Deposit,26,rare
0,No Deposit,0,FRA
0,No Deposit,27,rare
0,No Deposit,27,POL
0,No Deposit,10,POL
0,No Deposit,10,GBR
0,No Deposit,27,rare
0,No Deposit,172,GBR
0,No Deposit,172,DEU
0,No Deposit,6,ESP
0,No Deposit,0,PRT
0,No Deposit,1,CHE
0,No Deposit,20,FRA
0,No Deposit,78,PRT
0,No Deposit,0,GBR
0,No Deposit,4,PRT
0,No Deposit,209,rare
0,No Deposit,75,DEU
0,No Deposit,12,rare
0,No Deposit,2,GBR
0,No Deposit,118,GBR
0,No Deposit,0,PRT
0,No Deposit,12,rare
0,No Deposit,47,rare
0,No Deposit,4,PRT
0,No Deposit,0,ESP
0,No Deposit,45,FRA
0,No Deposit,3,ESP
0,No Deposit,8,ESP
0,No Deposit,27,rare
0,No Deposit,0,PRT
0,No Deposit,204,GBR
0,No Deposit,67,FRA
0,No Deposit,0,rare
0,No Deposit,12,DEU
0,No Deposit,27,PRT
0,No Deposit,38,FRA
0,No Deposit,0,PRT
0,No Deposit,147,NOR
0,No Deposit,1,PRT
0,No Deposit,2,PRT
0,No Deposit,104,DEU
0,No Deposit,24,ESP
0,No Deposit,21,DEU
0,No Deposit,1,rare
0,No Deposit,3,ESP
0,No Deposit,4,rare
0,No Deposit,15,PRT
0,No Deposit,15,BEL
0,No Deposit,10,rare
0,No Deposit,27,FRA
0,No Deposit,66,PRT
0,No Deposit,1,rare
0,No Deposit,1,PRT
0,No Deposit,24,GBR
0,No Deposit,0,PRT
0,No Deposit,78,DEU
0,No Deposit,18,IRL
0,No Deposit,34,GBR
0,No Deposit,53,ROU
0,No Deposit,32,rare
0,No Deposit,39,IRL
0,No Deposit,14,PRT
0,No Deposit,17,rare
0,No Deposit,3,PRT
0,No Deposit,29,PRT
0,No Deposit,71,DEU
0,No Deposit,48,rare
0,No Deposit,4,rare
0,No Deposit,9,FRA
0,No Deposit,102,GBR
0,No Deposit,6,BEL
0,No Deposit,27,rare
0,No Deposit,13,GBR
0,No Deposit,11,ESP
0,No Deposit,7,GBR
0,No Deposit,56,USA
0,No Deposit,64,rare
0,No Deposit,1,PRT
0,No Deposit,27,PRT
0,No Deposit,27,PRT
0,No Deposit,27,PRT
0,No Deposit,19,rare
0,No Deposit,20,POL
0,No Deposit,3,PRT
0,No Deposit,39,DEU
0,No Deposit,47,FRA
0,No Deposit,157,CHE
0,No Deposit,57,USA
0,No Deposit,196,DEU
0,No Deposit,26,GBR
0,No Deposit,38,ROU
0,No Deposit,69,rare
0,No Deposit,82,PRT
0,No Deposit,0,PRT
0,No Deposit,0,GBR
0,No Deposit,0,FRA
0,No Deposit,0,PRT
0,No Deposit,159,PRT
0,No Deposit,164,rare
0,No Deposit,200,rare
0,No Deposit,65,BEL
0,No Deposit,45,BEL
0,No Deposit,70,DEU
0,No Deposit,0,PRT
0,No Deposit,159,rare
0,No Deposit,145,FRA
0,No Deposit,230,BEL
0,No Deposit,80,rare
0,No Deposit,11,PRT
0,No Deposit,271,FRA
0,No Deposit,183,DEU
0,No Deposit,20,CHE
0,No Deposit,24,FRA
0,No Deposit,19,CHE
0,No Deposit,41,IRL
0,No Deposit,127,DEU
0,No Deposit,159,rare
0,No Deposit,91,PRT
0,No Deposit,159,rare
0,No Deposit,44,CHE
0,No Deposit,159,rare
0,No Deposit,141,DEU
0,No Deposit,249,DEU
0,No Deposit,34,GBR
0,No Deposit,39,FRA
0,No Deposit,80,rare
0,No Deposit,249,FRA
0,No Deposit,146,DEU
0,No Deposit,80,rare
0,No Deposit,3,PRT
0,No Deposit,2,rare
0,No Deposit,17,rare
0,No Deposit,17,PRT
0,No Deposit,0,PRT
0,No Deposit,1,PRT
0,No Deposit,8,PRT
0,No Deposit,8,rare
0,No Deposit,111,ARG
0,No Deposit,3,PRT
0,No Deposit,116,rare
0,No Deposit,1,PRT
0,No Deposit,2,FRA
0,No Deposit,64,rare
0,No Deposit,66,GBR
0,No Deposit,3,rare
0,No Deposit,1,PRT
0,No Deposit,4,rare
0,No Deposit,1,PRT
0,No Deposit,2,ESP
0,No Deposit,72,GBR
0,No Deposit,271,BEL
0,No Deposit,1,rare
0,No Deposit,20,USA
0,No Deposit,1,rare
0,No Deposit,57,USA
0,No Deposit,57,PRT
0,No Deposit,200,FRA
0,No Deposit,1,DEU
0,No Deposit,57,GBR
0,No Deposit,6,rare
0,No Deposit,161,rare
0,No Deposit,109,rare
0,No Deposit,0,PRT
1,No Deposit,0,PRT
0,No Deposit,3,FRA
0,No Deposit,0,PRT
0,No Deposit,0,FRA
0,No Deposit,9,ESP
0,No Deposit,108,PRT
0,No Deposit,16,DEU
0,No Deposit,238,DEU
0,No Deposit,2,PRT
0,No Deposit,87,rare
0,No Deposit,244,GBR
0,No Deposit,8,rare
0,No Deposit,3,PRT
0,No Deposit,14,BEL
0,No Deposit,65,PRT
0,No Deposit,110,IRL
0,No Deposit,196,rare
0,No Deposit,62,FRA
0,No Deposit,74,DEU
0,No Deposit,53,GBR
0,No Deposit,44,rare
0,No Deposit,0,PRT
0,No Deposit,9,rare
0,No Deposit,47,CHE
0,No Deposit,147,rare
0,No Deposit,4,rare
0,No Deposit,51,FRA
0,No Deposit,2,PRT
0,No Deposit,3,ROU
0,No Deposit,2,IRL
0,No Deposit,55,GBR
0,No Deposit,71,BEL
0,No Deposit,26,GBR
0,No Deposit,2,rare
0,No Deposit,10,rare
0,No Deposit,3,PRT
0,No Deposit,3,PRT
0,No Deposit,77,FRA
0,No Deposit,15,PRT
0,No Deposit,89,PRT
0,No Deposit,1,USA
0,No Deposit,89,FRA
0,No Deposit,159,GBR
0,No Deposit,4,PRT
0,No Deposit,133,rare
0,No Deposit,7,BEL
0,No Deposit,123,FRA
0,No Deposit,72,CHE
0,No Deposit,299,GBR
0,No Deposit,299,DEU
0,No Deposit,271,BEL
0,No Deposit,271,BEL
0,No Deposit,271,FRA
0,No Deposit,238,rare
0,No Deposit,271,BEL
0,No Deposit,271,FRA
0,No Deposit,1,ARG
0,No Deposit,188,rare
0,No Deposit,44,rare
0,No Deposit,116,GBR
0,No Deposit,19,FRA
0,No Deposit,74,rare
0,No Deposit,294,rare
0,No Deposit,150,GBR
0,No Deposit,296,rare
0,No Deposit,296,rare
0,No Deposit,181,BEL
0,No Deposit,296,rare
0,No Deposit,3,ESP
0,No Deposit,296,rare
0,No Deposit,7,rare
0,No Deposit,296,rare
0,No Deposit,294,rare
0,No Deposit,296,rare
0,No Deposit,64,GBR
0,No Deposit,4,FRA
0,No Deposit,144,GBR
0,No Deposit,20,rare
0,No Deposit,276,DEU
0,No Deposit,276,PRT
0,No Deposit,276,rare
0,No Deposit,183,FRA
0,No Deposit,1,FRA
0,No Deposit,1,rare
0,No Deposit,18,rare
0,No Deposit,236,GBR
0,No Deposit,115,ESP
0,No Deposit,141,GBR
0,No Deposit,141,GBR
0,No Deposit,33,PRT
0,No Deposit,141,GBR
0,No Deposit,19,GBR
0,No Deposit,134,GBR
0,No Deposit,141,GBR
0,No Deposit,141,rare
0,No Deposit,20,PRT
0,No Deposit,174,DEU
0,No Deposit,141,GBR
0,No Deposit,141,rare
0,No Deposit,141,DEU
0,No Deposit,141,GBR
0,No Deposit,47,FRA
0,No Deposit,276,DEU
0,No Deposit,141,GBR
0,No Deposit,141,GBR
0,No Deposit,141,POL
0,No Deposit,141,GBR
0,No Deposit,141,rare
0,No Deposit,6,GBR
0,No Deposit,132,GBR
0,No Deposit,135,GBR
0,No Deposit,123,USA
0,No Deposit,141,rare
0,No Deposit,19,DEU
0,No Deposit,19,PRT
0,No Deposit,4,FRA
0,No Deposit,119,BEL
0,No Deposit,141,GBR
0,No Deposit,122,FRA
0,No Deposit,132,rare
0,No Deposit,3,DEU
0,No Deposit,67,PRT
0,No Deposit,21,FRA
0,No Deposit,17,GBR
0,No Deposit,276,DEU
0,No Deposit,276,DEU
0,No Deposit,276,DEU
0,No Deposit,276,ROU
0,No Deposit,276,PRT
0,No Deposit,174,PRT
0,No Deposit,0,PRT
0,No Deposit,28,FRA
0,No Deposit,18,rare
0,No Deposit,33,GBR
0,No Deposit,32,rare
0,No Deposit,26,rare
0,No Deposit,158,FRA
0,No Deposit,33,NOR
0,No Deposit,336,DEU
0,No Deposit,37,rare
0,No Deposit,237,rare
0,No Deposit,12,DEU
0,No Deposit,41,FRA
0,No Deposit,336,DEU
0,No Deposit,23,rare
0,No Deposit,214,DEU
0,No Deposit,19,rare
0,No Deposit,29,rare
0,No Deposit,30,rare
0,No Deposit,5,FRA
0,No Deposit,21,PRT
0,No Deposit,27,POL
0,No Deposit,39,DEU
0,No Deposit,154,USA
0,No Deposit,336,DEU
0,No Deposit,21,rare
0,No Deposit,39,rare
0,No Deposit,217,DEU
0,No Deposit,332,PRT
0,No Deposit,19,GBR
0,No Deposit,332,PRT
0,No Deposit,39,DEU
0,No Deposit,39,DEU
0,No Deposit,336,DEU
0,No Deposit,39,PRT
0,No Deposit,0,GBR
0,No Deposit,336,DEU
0,No Deposit,27,rare
0,No Deposit,3,DEU
0,No Deposit,234,GBR
0,No Deposit,0,USA
0,No Deposit,19,CHE
0,No Deposit,19,GBR
0,No Deposit,115,GBR
0,No Deposit,39,DEU
0,No Deposit,36,rare
0,No Deposit,21,PRT
0,No Deposit,1,rare
0,No Deposit,0,PRT
0,No Deposit,19,PRT
0,No Deposit,19,CHE
0,No Deposit,332,PRT
0,No Deposit,1,rare
0,No Deposit,114,FRA
0,No Deposit,19,rare
0,No Deposit,0,PRT
0,No Deposit,1,PRT
0,No Deposit,151,FRA
0,No Deposit,151,FRA
0,No Deposit,34,DEU
0,No Deposit,3,GBR
0,No Deposit,28,ARG
0,No Deposit,34,GBR
0,No Deposit,35,rare
0,No Deposit,35,DEU
0,No Deposit,89,ROU
0,No Deposit,24,ESP
0,No Deposit,35,ESP
0,No Deposit,3,GBR
0,No Deposit,5,PRT
0,No Deposit,4,GBR
0,No Deposit,22,USA
0,No Deposit,179,DEU
0,No Deposit,179,DEU
0,No Deposit,4,ESP
0,No Deposit,4,ARG
0,No Deposit,150,DEU
0,No Deposit,30,rare
0,No Deposit,6,PRT
0,No Deposit,0,PRT
0,No Deposit,6,PRT
0,No Deposit,0,PRT
0,No Deposit,35,rare
0,No Deposit,3,PRT
0,No Deposit,30,rare
0,No Deposit,30,rare
0,No Deposit,36,USA
0,No Deposit,22,DEU
0,No Deposit,35,PRT
0,No Deposit,0,POL
0,No Deposit,171,rare
0,No Deposit,50,GBR
0,No Deposit,5,PRT
0,No Deposit,18,PRT
0,No Deposit,6,GBR
0,No Deposit,20,GBR
0,No Deposit,8,PRT
0,No Deposit,150,rare
0,No Deposit,1,GBR
0,No Deposit,22,rare
0,No Deposit,179,DEU
0,No Deposit,20,FRA
0,No Deposit,25,FRA
0,No Deposit,21,DEU
0,No Deposit,29,rare
0,No Deposit,100,DEU
0,No Deposit,31,rare
0,No Deposit,0,USA
0,No Deposit,6,PRT
0,No Deposit,3,PRT
0,No Deposit,34,FRA
0,No Deposit,144,BEL
0,No Deposit,32,IRL
0,No Deposit,34,PRT
0,No Deposit,35,FRA
0,No Deposit,0,PRT
0,No Deposit,57,FRA
0,No Deposit,226,DEU
0,No Deposit,237,DEU
0,No Deposit,22,POL
0,No Deposit,35,BEL
0,No Deposit,35,FRA
0,No Deposit,22,rare
0,No Deposit,22,rare
0,No Deposit,0,PRT
0,No Deposit,29,ESP
0,No Deposit,13,FRA
0,No Deposit,0,PRT
0,No Deposit,0,PRT
0,No Deposit,1,FRA
0,No Deposit,59,rare
0,No Deposit,4,rare
0,No Deposit,0,PRT
0,No Deposit,68,rare
0,No Deposit,11,USA
0,No Deposit,25,FRA
0,No Deposit,126,DEU
0,No Deposit,121,FRA
0,No Deposit,37,ESP
0,No Deposit,3,DEU
0,No Deposit,54,FRA
0,No Deposit,1,PRT
0,No Deposit,30,rare
0,No Deposit,26,rare
0,No Deposit,112,PRT
0,No Deposit,33,CHE
0,No Deposit,34,IRL
0,No Deposit,1,PRT
0,No Deposit,26,POL
